"公司名称","职位名称","职位分类","职位类别","工作地区","岗位职责","任职资格","专业","学历","工作经验","语言要求","语言等级","月薪","邮编","最近更新日期"
"10900000-0000-0000-0000-000000011021","技术成型试做STAFF","其他[质量/安全管理类]","正式","高新区","1.成型制造工艺设定。
2.提高品质，工艺改善。
3.对工序内员工进行技术指导。
","性别：男   婚姻：不限   年龄：23---30   学历：本科   专业：化工或高分子或机械等理工类   语言：英语中级   职务经验：不限","化学类","本科","应届毕业生","英语","良好","3700","214028","6/8/2014 16:25:30.66"
"10900000-0000-0000-0000-000000033061","Customer Quality Engineer客户质量工程师","其他[质量/安全管理类]","正式","高新区","Responsibilities:
- To coordinate customer complaints and returns for failure analysis and repair and make sure the response is acceptable by customer
- To monitor and follow up customer complaint closure in time and analysis customer return data and share with responsible functions

","Requirements:
- Bachelor degree or above. Major in engineering, optoelectronics is preferred.
- Experience with product and process quality, and customer quality is preferred.
- Be able to communicate both vertically and horizontally
- Excellent English communication in writing and good at oral.
- Capable of working under pressure.
- Open and aggressive characteristics

请将中英文简历投递至邮箱recruitment.wuxi@finisar.com，邮件主题“姓名+应聘职位+期望薪资”
","电子信息类","本科","五年以上","英语","熟练","8500",,"8/2/2018 09:05:16.133"
"10900000-0000-0000-0000-000000034939","质量工程师","其他[质量/安全管理类]","正式","高新区","与工艺、生产部门一起解决生产中的质量问题，并跟踪确认，实施标准化。
督促生产过程和检验过程严格按规程操作，监控产品的质量趋势，及时提出控制措施。
负责应对客户抱怨处理。
新品阶段参与客户联络、确定产品检验标准和测量方法等。
协助质量体系策划和内外部体系审核，确保体系正常运作。
协助培训质量检验人员。

","熟悉APQP、PPAP、FMEA、MSA、SPC等质量工具
熟悉ISO/TS16949与ISO14001标准知识
具有一定的客户管理经验或现场质量管理经验
熟练的英语书面和口头表达能力，良好的交流沟通能力
良好的人际关系及团队合作能力
","材料类","本科","三年以上","英语","熟练","6000","214028","26/2/2016 13:54:33.42"
"10900000-0000-0000-0000-000000011133","Measurement Engineer","其他[质量/安全管理类]","正式","高新区","Responsibilities:
-Daily inspection 日常测量
-Develop program or measurement method per drawing and specification 根据图纸及标准及产品特性定义编程并进行适当的测量
-Provide know how to team members 解释相关成本合适的测量方法和原理
-Conduct analysic measurement to provide support to problem analysis 进行分析性测量，为问题分析提供支持
-Develop fixture or gage if necessary 必要时定义检具或夹具
-Lead the inspection improvement activity 主导测量改进活动
-Other tasks assigned by the superior. 完成上级主管分配的任务
-Keep measurement tools and fixtures in proper working conditions and request maintenance when needed. 保持测量仪器和夹具良好的工作状态并按照要求做定期维护
-Responsible for identifying the environment factors for own department and area.负责识别本岗位本区域的环境因素
- Other tasks should be assigned by Dept. Manager.完成部门安排的其他事宜
","Qualifications:
-At lease B.A. degree (Major in precise instrument design or mechanical engineering).本科以上学历，精密仪器设计或者机械工程等专业
-Good at speaking and reading skills in English.流利的英语书写和口语能力 
-Know the knowledge of geometrical quantity and form/position tolerance.了解几何量测量和形位公差的相关知识。
-Develop appropriate measure method per specification definition.识图、并根据图纸定义采取合适的测量方法。
-Have fine measuring work experience above 2 years.有两年以上从事精密测量工作的经验。
-Process knowledge of stamping/injecetion/die casting/machining.有一定产品工艺知识如冲压、注塑、压铸、机加工。 
","仪器仪表类","本科","两年以上","英语","熟练","4500","214112","21/8/2015 11:27:41.243"
"10900000-0000-0000-0000-000000024093","品质担当（新车品质）","其他[质量/安全管理类]","正式","高新区","1.新车阶段别的产品验证及进度管理，品评会实施，问题点整理及跟踪
2.各阶段别资料整理，协助对新车性能耐久的试验评价
3.新开发部品的供应商工程审查","1、男，本科学历，工科类专业；
2、有良好的谈判协调与沟通能力，业务处理严谨准确；
3、敬业，办事踏实细心，性格开朗；
4、熟练使用办公软件。","机械类","本科","一年以上","朝鲜语","良好","3000","214112","30/3/2015 08:24:33.87"
"10900000-0000-0000-0000-000000024093","品质管理担当","其他[质量/安全管理类]","正式","高新区","指导和支持产品审核组的日常检验工作，产品出现质量问题，要及时与各部门进行协调、分析，提出改进措施，并验证结果。","男，本科学历，机械相关专业，熟练使用日常办公软件。
","机械类","本科","应届毕业生","朝鲜语","熟练","4000","214112","22/11/2014 08:22:37.8"
"10900000-0000-0000-0000-000000000605","SQA Engineer(Changjiang Road)","供应商管理","正式","高新区","1. Annual evaluate supplier's QC / 5S/ ISO9000 / 14000 / OHSAS18000 system 
2. Classify the supplier quality level and make quality agreement with supplier
3. Responsible for supplier Process audits to guarantee it  in accordance with QCP
4. Work with Engineering department to carry out the sample release procedure
5. Work with Sourcing department to qualify and develop new supplier.
6. Daily supplier quality management to ensure the production line move smoothly.
7. Lead and work together with supplier for continuous improvement.
8. Work with supplier to analyze/ identify the root cause, take actions to correct and prevent the similar issue recurrence
9. Monthly quality meeting with supplier","1. At least 5 years work experience as Supplier Quality Assurance or Quality supervisor assembly technology.
2. Bachelor degree or above, major in Mechanical or related.
3. Compressor experience will be plus.
4. Project management experience will be plus. 
","机械类","本科","五年以上","英语","良好","7000","214028","27/3/2015 08:33:40.19"
"10900000-0000-0000-0000-000000011906","供应商管理工程师","供应商管理","正式","高新区","1.1.	To assist in the development and maintenance of systems to survey, approve, communicate and monitor performance of suppliers of raw material, to ensure quality and delivery of material
1.2.	To review and approve, along with quality personnel, supplier PPAP submissions
1.3.	To develop and maintain systems to provide suppliers with feedback on quality and delivery problems
1.4.	To assist in the communication of supplier quality and delivery performance between Quality, Engineering and Materials Control Departments
1.5.	To work with those suppliers wishing to work towards their development of ISO registrations
","2.1	University degree or equivalent work experience
2.2	Minimum 3 years related work experience in a machining or manufacturing environment and Quality Assurance management
2.3	Able to communicate requirements clearly in English
2.4	Knowledge of drawings & TS16949
","机械类","本科","三年以上","英语","良好","5000","214028","6/8/2015 17:21:38.05"
"10900000-0000-0000-0000-000000000605","Supplier Quality Assurance Team Leader","供应商管理","正式","高新区","1. Responsible for supplier process audit to guarantee component quality aligning with specification;
2. Deal with component quality problem as routine job in order to keep lean production line running smoothly;
3. Work with Atlas Copco co-worker/supplier to analyze root cause of failure parts, then draft corrective action plan and follow up;
4. Assist/support local supplier to issue quality control plan of functional components, make continuous improvement;
5. Define warranty cost with Technical Service Support department, claim reasonable expense from supplier as per warranty agreement;
6. Participate in new/localization/re-sourcing project, take charge of sample qualification;
7.Work towards Atlas Copco quality goal - Zero Defect, realize supplier average PPM<1000 in 2014.","Experience requirements
1. More than 5 years quality experience in compressor or relevant field;
2. Know-how on local supplier quality management;  
3. Integrated mechanical and electrical knowledge;
4. Know well on qualification process and localization project;
5. Teamwork and coaching skill; logical thinking and good problem solver
6. Good English communication both in written and oral.

Educational requirements
Bachelor degree or above, major in Mechanical Engineering or relevant
","机械类","本科","五年以上","英语","良好","10000","214028","10/9/2014 09:13:59.843"
"10900000-0000-0000-0000-000000000611","Supplier Quality Engineer","供应商管理","正式","高新区","1. Participate in new program development and coordinate sample inspection during early development.
2. Take charge of supplier parts PPAP approval.
3. Use Dana systems to drive supplier improvement towards corporate PPM, Incident Rate and as required On-Time Delivery performance targets.
4. Take lead in initiation, follow up and closure of all Supplier Corrective Actions.
5. Lead regular supplier process audits and risk mitigation (action) plans as needed and required.
6. Process, review and recommend approval or rejection for Supplier PPAP Submissions.
7. Monitor and report supplier improvement metrics on a weekly and monthly basis.
8. As required, assist with supplier process improvements and data analysis.
9. As required, visit suppliers on a variety of quality issues – Job requires approximately 30% travel
10. As needed, assist in development of new suppliers through participation in Supplier Systems Assessments (SSA) and Process Series Reviews (PSR)  and attend Technology Review Audit(TRA)
11. Participate in supplier parts re-sourcing projects (MTC) as required.
12. Assist with SCMG team for Supplier Improvement Process (SIP). 
13. Other duties as assigned to meet operational objectives.
","1. Bachelor’s degree, preferably in engineering discipline. May consider equivalent and/or Quality Experience.
2. General understanding of AIAG core tools (APQP, PPAP, FMEA, MSA, etc.)
3. Direct metal product (Casting, Forging, Machining, Heat-treatment) manufacturing experience.
4. Automotive experience.  OEM or Tier 1 preferred.
5. Understanding or exposure to Toyota Production System, or equivalent, is preferred.
6. Minimum of 3 years experience in the above disciplines.
7. Must be able to travel, mainly domestically.
8. Understand quality engineering tools; able to assess sound use of quality and manufacturing processes, mistake-proofing etc.
9. Working knowledge of ISO9001/TS16949 requirements
10. Good working knowledge of heat treatment/dimensional/metallurgical inspection methods.
11. Proficient in Microsoft Office.
12. Excellent organizational skills with the ability to work in a team environment and also handle projects consisting of varying priorities and complexities.
13. Good command of English both Spoken & written.
","机械类","本科","五年以上","英语","熟练","9000","214112","27/2/2015 13:05:03.827"
"10900000-0000-0000-0000-000000013484","Cost Analyser","采购材料、设备质量管理","正式","高新区","Tasks & Description:

Competitor studies:
•	By product benchmarks (reverse engineering) the competitor data are created. After that we identify ideas for know-how transfer (savings and potentials).
•	Selection of competitors at fairs.
•	Dismantle and analyze the competitor product (Full manufacturing costs).
•	Presentation of the results and cost ideas to the management.

Target Costing:
•	Support of the R&D teams in the Vaillant innovation process to build up the targets from the market in our company for new products (only product and tool costs).
•	Build up the first ACC-lists for product cost tracking.
•	Looking for and communicating savings and potentials.
•	Cost consulting for R&D engineers to optimize concepts.
•	Calculation targets for all A-parts for the supplier negotiation.
•	Presentation of the results.

Purchasing cost Analysis:
•	Support of the purchasing process to analyze the best target prices for products, tools and investments.
•	With help of our target calculation assist the purchasing department to negotiate the best price

Special tasks:     
 •	Taking care of data and develop our tools (machine data bank, labour rates data bank, overhead data bank).
•	Visit fairs and look for new production technologies. 
      
","Education / Know-how: 
-  Technical engineering background (Mechanical, electronic)
-  plus basic education as e.g. metalworker, toolmaker, be familiar with raw material
-  modern production technologies, REFA / MTM, industrial economics
-  fluent English
Experience: > 3-4 years


Other:
Report to purchasing manager in Wuxi and dotted report to Headquarter;
Offer trainings of cost analysis in Wuxi or Headquarter.

","机械类","本科","三年以上","英语","熟练","7000","214028","8/8/2016 16:25:06.847"
"10900000-0000-0000-0000-000000031858","Sr SQA Engineer / 高级供应商质量工程师","供应商管理","正式","高新区","During the project phase for new component approval :
-Participate the DFM & SPPC review with supplier.
-Pilot the supplier process audit for IS production
-Participate and validate the supplier FDPR and PPAP.
-Organise and follow up the validation of each milestone of new component to achieve on time PSW approval.
-Follow up the corrective actions due to quality issue linked with new component.
-Participate in the localization of material&components, validate the quality performance of local supplier.
-Prepare and release incoming control(including parper work, training to inspector and something related)
After SOP 
-Measure and communicate the suppliers quality performance(C3M and PPM)
-Lead the continus improvement for TOP Worst supplier under support of Purchasing team.
-Support production line for failure analysis, and Organize the analysis of supplier QRQC, follow up and validate the corrective/preventive actions of supplier’s quality incidents by supplier’s PDCA.
-PQA management of purchasing parts via PQA process.
-Help the suppliers solve their issues via on site visit and working sessions and DOE analysis.
-Provide training on AML tools (QRQC, PDCA…) to suppliers and control implementation
-Communicate with the related dept about the main supplier quality actions in progress duringLine QRQC / APU QRQC / PLANT QRQC / supplier QRQC / project QRQC
-Keep the supplier quality data base up to date and dispatch it monthly 
-Maintain the parts in Jail regulary.
-Plan and Implement the annual supplier process audit.
Other task assigned by SQA Leader or Quality manager.
","-Degree in Engineering 
-Native language: Chinese. Fluent in English French a +.
-Rich experience in Quality field for technical parts, Automotive industry is a plus (5 working years minimum at automotive Industry as Supplier Quality Engineer)
-Be familiar with the process of plastic component,experience of Electronic component  is a + .
-Good knowledge at mold structure/ improvement & component measurement & GD&T
-Strong communication skill with supplier to push & achieve continuous improvement.
-Result oriented and good follow up with supplier
-Work autonomously and under pressure 
-Good problem solving skill.( PDCA/ 5WHY/ DOE / on site investigation)
-Be familiar with TS 16949 & 5 core automative Tools( PPAP/MSA/SPC/APQP/ FMEA).
","机械类","本科","五年以上","英语","良好","0","214112","30/4/2015 13:01:13.93"
"10900000-0000-0000-0000-000000031858","Sr.SQA Engineer /资深 供应商质量工程师","供应商管理","正式","高新区","During the project phase for new component approval :
-Participate the DFM & SPPC review with supplier.
-Pilot the supplier process audit for IS production
-Participate and validate the supplier FDPR and PPAP.
-Organise and follow up the validation of each milestone of new component to achieve on time PSW approval.
-Follow up the corrective actions due to quality issue linked with new component.
-Participate in the localization of material&components, validate the quality performance of local supplier.
-Prepare and release incoming control(including parper work, training to inspector and something related)
After SOP 
-Measure and communicate the suppliers quality performance(C3M and PPM)
-Lead the continus improvement for TOP Worst supplier under support of Purchasing team.
-Surport production line for failure analysis, and Organize the analysis of supplier QRQC, follow up and validate the corrective/preventive actions of supplier’s quality incidents by supplier’s PDCA.
-PQA management of purchasing parts via PQA process.
-Help the suppliers solve their issues via on site visit and working sessions and DOE analysis.
-Provide training on AML tools (QRQC, PDCA…) to suppliers and control implementation
-Communicate with the related dept about the main supplier quality actions in progress duringLine QRQC / APU QRQC / PLANT QRQC / supplier QRQC / project QRQC
-Keep the supplier quality data base up to date and dispatch it monthly 
-Maintain the parts in Jail regulary.
-Plan and Implement the annual supplier process audit.
Other task assigned by SQA Leader or Quality manager.
","-Junior colleague in Engineering.
-Native language: Chinese. Fluent in English French a +.
-Experience in Quality for technical parts, Automotive industry is a plus (2 working years minimum)
-Be familiar with the process of plastic component,experience of Electronic component is a+
-knowledge at mold & component measurement & GD&T
-Work autonomously and under pressure.
-Pro-active and good self management.
","机械类","本科","八年以上","英语","良好","12000","214112","20/10/2015 11:41:07.073"
"10900000-0000-0000-0000-000000013356","部品技术担当","采购材料、设备质量管理","正式","高新区","1、量产部品品质问题对应，原因分析，指导合作伙伴改善。
2、检查供应商现场品质流程，工程检查，指导及品质改善。
3、与公司内关联部署部门(制造，技术)联络，与日本设计方面沟通联络，具备良好的沟通协调能力及问题解决能力，提案能力。
4、了解ISO9000体制，有部品制造相关知识。有使用一般测量仪器能力。
5、有部品结构技术从业经验者优先
","年龄：25-35
学历：大专
专业：电子或机械专业
计算机：熟练使用office
语言：会英语、日语熟练者优先。
","机械类","本科","一年以上","日语","熟练","4500","214028","7/4/2018 15:30:07.837"
"10900000-0000-0000-0000-000000013356","采购担当","供应商管理","正式","高新区","1、量产部品品质对应
2、供应商监察
3、内部沟通协调","1、男性，20~30岁本科学历
2、本科学历，机械、电气类专业
3、英语四级以上水平，会日语优先
4、熟练的计算机技能
5、有良好的沟通、交涉能力","机械类","本科","应届毕业生","日语","熟练","4500","214028","20/3/2017 13:43:32.477"
"10900000-0000-0000-0000-000000000014","Supplier Quality Engineer/供应商管理","供应商管理","正式","高新区","Job Responsibilities 
1. Responsible for raw material incoming inspection, including XRF test,LCR test etc. 
2. Cooperate with process engineer to introduce new F1 material. 
3. Material supplier classification, selection and audit. 
4. Negotiations with material suppliers on technical and system aspects, including QAA- and TTD 
5. Responsible for material technical document management and handle of quality complaint. 
6. Act as the technique interface of factory and supplier. 
7. Assist material supplier development on quality control and quality system 


","At least college degree in chemical or material discipline. 
Familiar with material compliance knowledge, like RoHS,Reach etc
","化学类","本科","三年以上","英语","熟练","6000","214028","22/4/2015 15:12:20.533"
"10900000-0000-0000-0000-000000000605","SHE & Facility Engineer","安全/健康/环境工程师","正式","高新区","SHE related:
1.	Act as a 6S promoting team member to implement the SHE policy and standards, daily management to the guards and clean workers.
2.	Develop employee SHE training.
3.	Incident/accident investigation and reporting.
4.	Manufacturing plant risk assessment and control.
5.	Internal/external SHE audit handling, follow up of non-conformities.
6.	Maintain ISO14001 & OHSAS18001 systems.
7.     Related SHE data declaration to the government.
8.	Waster/discard material daily manage, hazardous warehouse management
9.	Afforest and energy consumption management
10.  First-aid administrator
11. Daily supervising the safety and health activities according to the company’s regulations and procedures, such as (not only) : PPE (wearing labor safety overall and shoes). Using labor protection equipment. Smoking in designated areas, etc.

Facility related:
1.	Safety related work permit issue, daily safety inspection, supervise and guide sub-contractor activities, involving construction, repair, maintenance, security, visitors etc.
2.	Special equipment and fire-fighting system management.
3.	Participate in facility related projects, responsible for the related government approval and SHE inspection
","1.	More than 3 years relative working experience in multinational company.
2.	Familiar with utility equipments (Central A/C, compressor, network & telephone system etc.) and special equipments (Crane, forklift, etc.)
3.	Bachelor degree or above, major in Electrical, Mechanical or related specialty.
4.	ISO 14001/OHSAS 18001 internal auditor certificate or national registered safety engineer are a plus
5.	Good command of English both oral and written.
6.	Good computer skill, be capable of operation of Microsoft Office, AutoCAD, etc.
7.     Good communication skills, broad knowledge of industrial control, good teamwork player and good teamwork spirit
","机械类","本科","三年以上","英语","良好","6500","214028","26/3/2015 10:26:41.517"
"10900000-0000-0000-0000-000000002827","研发工程师","产品工艺/制程工程师","正式","高新区","1.	Work effectively in a team environment interacting with design engineers, manufacturing engineers, sourcing engineers and suppliers and product line managers.
2.	Develop designs for new products and for the continuous improvement of current products.
3.	Design to meet established engineering practices, safety requirements, and sales and marketing targets.
4.	Document designs and specifications including 3D modeling, manufacturing drawings, process specifications, failure mode analyses (DFMEA) and key product characteristics (KPC) development.
5.	Coordinate third party product testing and complete detailed test reports.
6.	Preparation of technical details for sales inquiries, manufacturing, and marketing literature.
7.	Manage and complete work against fixed timelines.
8.	Work closely with a global Engineering team and a global product management team to report plans and action status in meetings and presentations.
9.	Ensures that expenses and product development costs remain within the limitations of engineering budgets.
10.	Other duties as assigned.
","1.	Minimum Bachelor of Engineering degree or equivalent, with 3-5 years design experience.
2.	3D modeling experience using ProE, Creo, or equivalent.
3.	Understanding and experience in geometric tolerancing, tolerance stacking, failure mode analyses (DFMEA) and key product characteristics (KPC) development.
4.	Experience in design and processing of metal components in complex assemblies preferred.
5.	Experience with design for components or assemblies subject to vibration, fatigue, and abrasion.
6.	Experience with thermal and surface treatments of materials.
7.	Design project management experience and results oriented.
8.	Windchill experience is a plus.
9.	Fluent English communication skill, oral and written.
10.	Flexible to occasional travel including international travel.

","机械类","本科","五年以上","英语","熟练","6500","214028","9/1/2017 13:38:22.723"
"10900000-0000-0000-0000-000000032499","产品工艺/制程工程师","产品工艺/制程工程师","正式","高新区","ESSENTIAL DUTIES AND RESPONSIBILITIES
       Productivity
1.	Coordinate with Supply Chain and Production to determine available capacity and workshop layout optimize.
2.	Study time, motion, methods, and speed involved in new and current production processes, and other operations to establish standard production rate and improve efficiency.
3.	Analyse downtime factors, and assist in action plan implementation. Document before and after results.
4.	Implement short and long term solutions to minimize production issues
5.	Research and develop new manufacturing processes and equipment to improve current throughput, scrap/rework reduction, reduce cost, improve quality and improve reliability
6.	Work with Production Manager to understand current production FTQ (first time quality ) and cycle time issues to be resolved during process and product planning.
       Quality
1.	 Investigate root causes of process defects including customer concerns and help Quality engineer develop 8-D report.
2.	Coordinate and follow up on quality improvements as assigned by Engineering and Project team 
3.	Follow up on design changes and coordinate equipment changes
4.	 Participate in quality meetings at customer's plant as required.
       Machinery
1.	Create initial Standard Operating Sheet for new equipment
2.	New machine lead in follow up according to the specification and any running problem Feedback to management  and work closely with vendor till fix the problem
3.	Give proposal on machine and assembly fixture capability improvements 
4.	Write and maintain written standards for press auxiliary equipment
        Cost
1.	 Develop cost reduction activities for scope of position within individual departments
       Safety
1.	Observe and follow all safety rules and regulations.
2.	Maintain satisfactory work area through implementation of 5S
3.	Notify your supervisor of any safety issues of which you may become aware






REQUIREMENTS
Mechanical Engineering University Education. 
A solid experience of minimum of 3 years in Mechanical industry (automotive and stamping sectors are prefer)
Experience with Kaizen, 5s, SMED(Single Minute Exchange of Die), and Mistake Proofing desired
Good Knowledge of Six Sigma, Lean, TS16949
EHS knowledge is a plus
SKILLS
Strong leadership skills, independent thinking, strong organizational and planning abilities and excellent analytical and problem solving skills are essential. 
Excellent documentation, organizational and project management skills.
Excellent communication;  reading, written and verbal skills.
Fluent in English, spoken and written.
Strong MS Office skills	
","REQUIREMENTS

EDUCATION AND EXPERIENCE

Engineering University Education. 
A solid experience of minimum of 3 years in manufacturing – mechanical industry operations - in an organization utilizing Lean methodologies in automotive sector is prefer
Knowledge of the practical application of engineering science and technology. This includes applying principles, techniques, procedures, and equipment , production.
Six Sigma, Lean or other certification is a plus.

SKILLS

Strong leadership skills, independent thinking, strong organizational and planning abilities and excellent analytical and problem solving skills are essential. 
Excellent documentation, organizational and project management skills.
Excellent communication; reading, written and verbal skills.
Must be able to act quickly to lead, analyze, develop, and implement solutions in cooperation with plant Kaizen teams. 
Fluent in English, spoken and written.


","机械类","本科","三年以上","英语","熟练","7500","214112","13/8/2015 09:50:21.837"
"10900000-0000-0000-0000-000000013484","Technical Trainer","技术研发工程师","正式","高新区","The aim of the position is:
Realise training documentation of the Vaillant Group products and trading goods developed in Wuxi. Train the market trainers in China and Asia Pacific to the new products.
Support the development team with analysis and knowledge of the competitor appliances.

Product support：
-	Provide analysis of the competitor products and internal products (develop the necessary templates and test description to support better understanding of competitors and Vaillant group products)
-	Collect NSC trainer’s feedback to provide inputs for future projects (expected product improvements, key features…)

Training：
-	Work closely with market and industrial product management to pro-vide technical documentation and support according to their needs
-	Prepare training documentation involving development engineers and product management (and in contact with trainers in headquarters) according to Vaillant group guidelines
-	Plan and realise the training of local trainers
-	Create and organize training program for internal employees ensuring product knowledge is distributed.

","Education / Know-howand experience / training:
Bachelor degree in HVAC; above 3 years experience of heating engineering or heating appliance related job; ability to communicate and write in English and Chinese, MS office good skills (word, Excel, powerpoint); good presentation skill.","机械类","本科","三年以上","英语","熟练","6000","214028","8/8/2016 16:25:36.457"
"10900000-0000-0000-0000-000000002946","设计工程师","技术研发工程师","正式","高新区","岗位职责
1.负责公司内部所有的工序和产品的画图工作，例如同步环，模具，工装夹具，量具等等。
Responsible for all process and product drawing such as synchronizer ring, tooling, fixture, gague etc. 
2.负责建立公司的图纸文件数据系统以及日常图纸管理和更新维护等工作
Responsible for build up company drawing documentation database system and daily drawing management procedure and maintain accordingly
3.积极主动跟相关工序或产品方进行沟通，以确保得到图纸要求的准确信息。
Be proactive and communicate with the related process for understanding and get the confirmation for the required drawing demand
4.参与图纸审核，根据项目的进程确保在规定时间内提交图纸，并确保图纸的准确性和有效性
Participant in product drawing review, according to the project milestones to guarantee the timeliness,accuracy and validity of all drawings documents","任职资格
1.4年以上机械制图经验，具有良好的机械制图专业知识
At least 4 years work experiences on mechanical part drawing, has good professional knowledge of Mechanical drawing
2.熟练掌握制图软件，必须熟练使用Pro/E
Familiar with drawing software,skilled Pro/E is necessary.
3.本科及以上学历，机械自动化、模具设计、汽车工程等相关专业
Bachelor degree or above, major in mechanical automation,model design or automobile engineering
4.良好的沟通合作能力
Have good communication and cooperation skills; 
5.良好的职业素养，如时间管理，行动导向，结果导向。
have good work organization skill such as time management, action oriented and results driven

应聘者请用附件形式发送中英文简历，并在邮件标题栏内注明应聘职位名称和期望税后薪资。 
例如：应聘职位：XXXX；期望税后薪资：XXXX","机械类","本科","三年以上","英语","良好","6000","214112","17/7/2015 09:51:03.88"
"10900000-0000-0000-0000-000000008166","Product Engineer of X Ray tubes","技术研发工程师","正式","高新区","1. The task will be to professionally deal with all technical issue of X ray tubes, get overview on the current product status, to ensure high and stable quality performance
2. Will be responsible for product cost analysis and definition of actions to increase product profitability (including pushing of design to cost activities and local sourcing) and product definition and requirement specification based on market feedback and standards
","1. Knowledge in X-Ray system
2. More than 3 years technical experience in medical industry, background in vacuum knowledge is preferred
3. Project management experience
4. Excellent command of English and Mandarin, both written and spoken is essential
","物理学类","本科","三年以上","英语","良好","12000","214028","15/2/2016 15:56:17.387"
"10900000-0000-0000-0000-000000014372","应用工程师","技术研发工程师","正式","高新区","1.  Mechanical design and calculation of Industrial Coolers.
2.  Order design for specific customer requirements.
3.  Works closely with other departments in introducing new products, driving engineering excellence.
4.  Develop sales presentations and training in cooler knowledge.
5.  Support sales people in selecting the right cooler for every purpose.
6.  Other task assigned by supervisor.
","1.  Bachelor of Science in Mechanical Engineering or HVACR background.
2.  Work experience from design tools ProE and Auto CAD, 3 years relevant working experience.
3.  Strong communication and interpersonal skills, openness and results orientation. 
4.  Design knowledge regarding electric equipment including the use of electric motors.
5.  Experience in heat transfer/ heat exchangers industry is preferred.
6.  Good English speaking/writing.
","机械类","本科","三年以上","英语","熟练","6000",,"17/9/2015 13:19:07.057"
"10900000-0000-0000-0000-000000000004","研发工程师","技术研发工程师","正式","高新区","热泵热水器的国内、外产品开发，包括系统和结构设计、新技术研究、成本控制、相关法律法规学习、质量改进、技术升级等。","Engineering Bachelor or above. 
Project/Design skill in domestic electrical appliance business. Experience in HPWH/air-conditioner or relative products.
Familiar with refrigerant cycle and related components design and production process.
Minimum of 4 years experience ( worldwide company is preferred)
Basic skill in 2D/3D design software, Solidworks software is preferred.
Advanced skill of MS Office. 
Languages: read and written English is basic, oral is preferred.
","机械类","本科","三年以上","英语","良好","7000","214028","28/4/2016 09:32:24.507"
"10900000-0000-0000-0000-000000000605","Noise and Vibration Engineer","技术研发工程师","正式","高新区","Main Responsibility:
-Deliver high qualitative services in the domain of noise and vibration
-Investigate experimentally and theoretically the noise and vibration behavior of machines: perform measurements, analyze and report results, make suggestions.
-Determination of: (i) the operational levels of noise and vibrations of machines according to ISO and in-house experience (ii) structure dynamics analysis by tools as Operational Deflection Shapes, mode analysis…
-Distribute your knowledge on noise and vibration within the Wuxi organization allowing project teams to design first time right, regarding noise and vibration matters.
-Continuously strive for improvement of your services (quality, content, efficiency…) according to the needs of the Wuxi organization.
-Continuous and strong interaction with the noise and vibration team at Atlas Copco Airpower Antwerp.
-Keep track of legislation on noise emission and vibrations of machines.
-Continuously work on your knowledge in your domain.

Being a N&V engineer, it will be your mission to define solutions for problems regarding noise and vibration with which the project teams are faced. 
In order to be able to do your investigations, you will have access to the most advanced soft- and hardware in the domain of noise and vibration and non-destructive structural dynamic research. You will pinpoint the origin of noise and vibration problems, do suggestions to solve them and stay with the engineering teams until the problems are solved.
","Main Requirement:
Experience:
-Work experience as a noise and/or vibration engineer
-Experience in an international company is an asset
	
Knowledge/Educational requirement 
-Bachelor or Master degree in Mechanical Engineering or Physics.
-Mandarin mother tongue and good knowledge of English both oral and writing.

Personality requirements:
Positive thinking and open minded team player with a strong interest to work in an international company. 
Able to work independently with a strong focus on the end-result. 
Take initiative to learn. 
Good communicator and committed to convince others to contribute to the realization of your projects. Your projects are characterized by strong innovation. 
Focused on delivering competences as a service, with great attention to the needs of you customers.
See a challenge in every obstacle.
","机械类","本科","两年以上","英语","良好","6500","214028","24/12/2015 14:56:12.99"
"10900000-0000-0000-0000-000000010854","产品开发助理","技术研发工程师","正式","高新区","职位描述

1, Assist in doing the sourcing from the related website, then organized these information into the Excel files for new supplier developing demands. 
  
2, Assist in doing translation of drawing specification and requested documentations during the development process.
 
3, Assist in keeping up-to-date folder of all product-related information during product development, putting key details of each project in our post, so other department person can review.

4, Assist in Quick respond to product-related issues email from technical team/SCM team.

5, Assist in tracing the new product developing process, including the quotation time, sample time, first production time, until getting order to assist in improving efficiency and use of company resources.
  
6, Assist in creating product pricing table from project data.
  
7, Organize all needed files, aid in development project transferred to production.
 ","1, University degree or above, having the machining industries background will be preferred
 
2, With strong logistic sense and organized ability
  
3, With strong communication and coordination ability, good personality, “can do” attitude

4, Good English in writing, speaking, listening, reading, CET- 6 will be preferred
 
5, Skilled in the office software, such as Excel, Word, PowerPoint, and etc.
  
6, With the team-work spirit, and willing to over-time work if needed.
 ","机械类","本科","三年以上","英语","熟练","5000","214124","8/10/2015 11:23:17.087"
