"序列号","注册资本万","设立日期","企业类型","行业类别","经营范围","注册地址","企业状态","注册币种"
"067399c9af2ed664fbe2","1000","2004-07-28","公司","专用设备制造业","水声设备、仪器仪表、电子产品及通讯设备（不含发射装置）及其软件的研发、制造、销售、维修服务。","无锡新区科技创业园二区502-1号","在业","人民币"
"394deb31a6c07a3b6081","1000","2003-03-25","公司","电气机械和器材制造业","新型液压件、气动元器件、大型精密模具、检测仪器精密器件、数控精密机械零件的制造、加工、销售；普通机械设备、五金交电的销售；自营和代理各类商品和技术的进出口（国家限定公司经营或禁止进出口的商品和技术除外）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","无锡市新区梅村锡贤路125号","在业","人民币"
"6740d393a13277f54145","1000","2009-08-31","公司","软件和信息技术服务业","软件技术开发、技术服务、技术推广、技术培训及咨询服务；企业管理服务；节能钢材系统的设计、开发和安装服务；合同能源管理服务；信息技术媒体的研发及推广；计算机系统集成、安装和服务；信息安全技术咨询；信息安全技术及产品的研发及推广；设计、制作、代理和发布国内广告业务；软件产品的销售。（上述经营范围中涉及行政许可的，经批准后方可经营）","无锡新区太湖国际科技园大学科技园清源路530大厦A508室","在业","人民币"
"fbbacec0570ba861cf1b","1000","2010-01-25","公司","软件和信息技术服务业","网络技术、信息技术的开发；信息系统集成；信息技术咨询服务；计算机技术咨询。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","无锡新区和风路19号协信中心6号楼15B08室","在业","人民币"
"710f3855596554a17684","1000","2010-04-13","公司","工程和技术研究和试验发展","光学产品、电子产品、机械设备、计算机及配件的研发、生产、销售、技术咨询、技术培训；自营和代理各类商品及技术的进出口（国家限定公司经营或禁止进出口的商品和技术除外）。（上述经营范围涉及行政许可的，经许可后方可经营；涉及专项审批的，经批准后方可经营）。","无锡新区菱湖大道97号太湖国际科技园大学科技园创新研发楼二期南楼五楼","在业","人民币"
"d569e8fa2eb6c37b7078","1000","2010-05-31","公司","工程和技术研究和试验发展","仪器仪表的软硬件、计算机软硬件、光学视觉产品、工业自动化设备的研发、设计、销售及维修服务；太阳能电池片、组件及其设备；半导体材料、产品及其设备、传感网产品及其设备，发光二极管产品，展台展示器具的销售；企业形象设计、创意策划；图文制作；自营和代理各类商品和技术的进出口（国家限定公司经营或禁止进出口的商品和技术除外）。（上述经营范围涉及行政许可的，经许可后方可经营；涉及专项审批的，经批准后方可经营）。","无锡新吴区新华路5号创新创意产业园B栋313-319","在业","人民币"
"98f8daaf6d60f1f205e7","1000","2010-08-12","公司","工程和技术研究和试验发展","许可经营项目：无。一般经营项目：下一代广播电视网与物联网融合技术标准，家庭信息与媒体感知终端和家庭物联网应用及技术研发。（上述经营范围涉及国家专项审批的，经批准后方可经营；凡涉及行政许可的，凭许可证经营）","无锡市新区震泽路18号无锡（国家）软件园双子座B幢15、16楼","在业","人民币"
"2bd4d8b85fe18797d3f1","1000","2012-12-14","公司","工程和技术研究和试验发展",,"无锡新区菱湖大道200号中国传感网国际创新园A幢","在业","人民币"
"3055e3d0c55ea9f555f2","1000","2013-04-12","公司","其他机械设备及电子产品批发",,"无锡新区太湖国际科技园清源路20号传感网大学科技园立业楼E区112号","在业","人民币"
"698bb4a694308730b389","1000","2013-04-19","公司","广告业",,"无锡新区震泽路18号无锡软件园金牛座C区三楼","在业","人民币"
"ae6bc6b034524fce7874","1000","2013-06-08","公司","研究和试验发展",,"无锡太湖国际科技园KGY-YF-G-11.12号地块兴业楼C栋407-1号房","在业","人民币"
"c6835b2782ec0c51477c","1000","2013-07-08","公司","信息传输、软件和信息技术服务业","计算机软件技术开发、技术服务、技术培训","无锡市新区长江路34号地块科技园二区506室","在业","人民币"
"ebf77afb5d21930ec938","1000","2013-09-11","公司","软件和信息技术服务业","传感物联网及智能识别技术开发、设计、转让；电子标签及智能卡研发、生产与销售","无锡新区清源路18号太湖国际科技园传感网大学科技园530大厦D507号","在业","人民币"
"f9c4125c27c93b88c8d9","1000","2013-12-26","公司","计算机制造","计算机软硬件及辅助设备、电子产品和互联网络终端设备的研发、销售、软件开发；计算机系统的设计、集成、安装、调试和技术服务；系统集成服务；数据处理；营销策划服务；企业管理咨询、投资咨询（不含证券、期货类）；培训服务（不含发证、不含国家统一认可的职业证书类培训）；以服务外包方式从事计算机软硬件开发、银行业数据信息处理与分析、现钞清分、自动取款机的运行与维护；自有设备租赁（不含融资租赁）；自营和代理各类商品和技术的进出口业务（国家限定企业经营或禁止进出口的商品和技术除外）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","无锡新区震泽路18号无锡软件园处女座B栋5楼","在业","人民币"
"ed4646f2abf0abdbf773","1000","2014-04-14","公司","工程和技术研究和试验发展","计算机软件的开发、销售、技术咨询、技术服务；网络系统、监控系统的研发、销售、技术咨询、技术服务；家务服务、营养健康咨询服务；健身器材、化妆品、日用品、服装鞋帽的销售；五金交电、电子产品的安装维护、销售、技术咨询、技术服务、租赁服务（不含融资租赁）；自营各类商品和技术的进出口（国家限定公司经营或禁止进出口的商品和技术除外）。利用自有资金对外投资；企业管理咨询服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","无锡市新区无锡中关村软件园3号楼227室","在业","人民币"
"120116290d98bd8bab84","1000","2014-05-28","公司","软件和信息技术服务业","电子、计算机、网络专业领域内的技术开发、技术咨询、技术服务、技术转让；培训服务（不含发证，不含国家统一认可的职业证书类培训）；动漫设计；经济信息咨询；计算机硬件及配件、电子产品、通信设备及配件（不含卫星电视广播地面接收设施和发射装置）、文具用品、办公用品、五金交电、仪器仪表、通用设备、专用设备、百货的销售；自营和代理各类商品和技术的进出口（国家限定公司经营或禁止进出口的商品和技术除外）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","无锡市新区净慧东道78号402室","在业","人民币"
"f12a00a9c7d79690cadf","1000","2014-06-09","公司","工程和技术研究和试验发展","金属材料、纳米材料、节能材料、环保材料、新型复合材料的技术开发、转让、咨询和服务；金属材料、稀土金属、稀土金属合金及磁性材料、稀土化合物（不含危险化学品）、化工产品及原料（不含危险化学品）。自营和代理各类商品和技术的进出口业务（国家限定企业经营或禁止进出口的商品和技术除外）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","无锡市新区菱湖大道200号中国传感网国际创新园E2-525","在业","人民币"
"0f73b83588ef2effc068","1000","2014-07-23","公司","研究和试验发展","计算机软硬件开发、销售及技术转让、技术咨询、技术服务；计算机系统集成；自营和代理各类商品和技术的进出口（国家限定公司经营或禁止进出口的商品和技术除外）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","无锡新区菱湖大道200号中国传感网国际创新园D2-301室","在业","人民币"
"8be8e09e36885358d177","1000","2014-10-10","公司","软件和信息技术服务业","计算机软硬件技术、移动互联网技术、数据挖掘技术的研发、培训、咨询和服务；计算机设备销售和技术服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","无锡新区新达路33-2-501-06#房","在业","人民币"
"fbdbc766de7bc284a0d5","1000","2014-11-13","公司","通用设备制造业","工业控制仪表及配件的研制开发、加工、制造、销售；工程控制成套设备的开发与销售；电器机械的销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","无锡市新区无锡中关村软件园3号楼320室","在业","人民币"
"4e64c8fb5d052e9d291c","1000","2014-12-15","公司","专业技术服务业","技术开发、技术转让、技术咨询、技术服务、技术培训；应用软件服务、计算机系统服务；数据处理；计算机维修；计算机、软件、辅助设备、电子产品、机械设备、通讯设备的销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","无锡市新区无锡中关村软件园3号楼322室","在业","人民币"
"bf021277b7a69b70dcfe","1000","2015-03-25","公司","机械设备、五金产品及电子产品批发","网上销售汽车配件, 润滑油,电子产品，日用百货；设计,制作，代理和发布各类广告业务；展览展示服务；经济信息咨询；企业管理咨询；技术咨询；培训服务（不含发证，不含国家统一认可的职业证书类培训 ）；计算机软硬件的开发,销售；网络系统集成；自营和代理各类商品和技术的进出口（国家限定公司经营或禁止进出口的商品和技术除外）。","无锡市新区菱湖大道111号无锡软件园鲸鱼座C501、503、505室","在业","人民币"
"877c6b564a6c7335a16a","1000","2015-05-13","公司","科技推广和应用服务业","电子材料、纳米材料的研发、生产、销售，电子产品的设计、研发、生产、销售、技术服务、维修","无锡市新区太湖国际科技园菱湖大道200号中国传感网国际创新园D2栋609室","在业","人民币"
"66a48da7b854c9a233de","1000","2015-06-24","公司","研究和试验发展","物联网应用系统开发；系统集成；传感器、仪器仪表、智能机械、通信设备、计算机及配件、农产品的销售；电子、计算机、自动化、信息化领域内的技术咨询、技术推广、技术转让、技术服务；二维码、智能卡、射频识别技术的开发；网络技术、通信技术的开发及技术服务；网络工程设计、安装服务；物联网技术咨询；互联网信息服务；设计、制作、代理和发面国内广告业务；农业物联网信息系统研发、销售与技术服务；农业技术开发、技术转让。","无锡新区太湖国际科技园菱湖大道200号中国传感网国际创新园C栋3楼","在业","人民币"
"1237578a06e17f3d9215","1000","2015-07-06","公司","软件和信息技术服务业",,"无锡市新区菱湖大道111号无锡软件园三期-鲸鱼座C-403、C-405","在业","人民币"
"0666fb0c50074acc0809","1000","2015-08-13","公司","金融信息服务","接受金融机构委托从事金融信息技术外包、金融业务流程外包、金融知识流程外包；金融信息咨询服务；计算机网络专业领域内的技术开发、技术咨询、技术服务、技术转让；计算机系统集成及软硬件的开发与销售；数据处理服务；图书报刊、电子出版物、音像制品的零售；机械设备、电子产品、五金交电、电器产品、通讯器材（不含卫星电视广播地面接收设施和发射装置）、照相器材、办公用品、一类医疗器械、农产品、汽车配件、金银珠宝首饰、工艺品、服装鞋帽、化妆品及卫生用品、针纺织品、钟表眼镜、体育用品、文具用品、洗涤用品、厨房用品、玩具、家具、灯具、花卉、建筑及装饰材料的销售；日用百货零售；市场信息咨询与调查；会展服务；企业管理咨询；投资咨询（不含证券、期货）；企业形象策划；设计、制作各类广告业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","无锡市新区菱湖大道111号无锡软件园鲸鱼座A栋2楼","在业","人民币"
"b900a2943c44de1f31ef","1000","2015-08-18","个体工商户","研究和试验发展","智能电子产品、智能家居用品、电子标签、金属材料及制品、监控设备、计算机及配件、普通机械及配件、食品生产加工专业机械、包装机械、厨房设备、水处理设备、水暖设备及器材、通讯设备研发、加工、制造、销售（含网上销售）；应用系统软件设计与开发；自动化控制系统开发与集成；通信系统开发集成；网站设计与开发；网页制作；技术服务；技术咨询；培训服务（不含发证，不含国家统一认可的职业证书类培训）；工艺美术品、办公用品、日用百货、家居用品、服饰鞋帽批发、零售（含网上销售）；自营和代理各类商品和技术的进出口（国家限定公司经营或禁止进出口的商品和技术除外）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","无锡新区清源路18号太湖国际科技园传感网大学科技园530大厦A408-2室","在业","人民币"
"2c24056a9895d39560f3","1000","2014-10-21","外商投资企业","科技推广和应用服务业","物联网、车辆网络信息、集成电路、计算机硬件、计算机软件、电子元器件、机械电器设备、通讯设备、医疗电子设备的技术开发及数据处理；计算机互联网技术开发、技术服务；提供上述产品的技术转让、技术咨询、技术服务、系统集成、批发、佣金代理（拍卖除外）和进出口业务（以上商品进出口不涉及国营贸易管理商品，涉及配额、许可证管理商品的，按国家有关规定办理申请）（上述批发、佣金代理和进出口业务不含需经审批的医疗器械）","无锡市新吴区菱湖大道200号中国传感网国际创新园E2-318号","在业","人民币"
"fddcfbc2c55db8b48e0e","1000","2009-08-12","企业法人","科技推广和应用服务业","技术开发、技术服务、技术咨询（中介除外）；销售文化体育用品（音像制品除外）；经济信息咨询；市场调查；会议服务；承办展览展示；设计、制作、代理、发布广告；图文设计、制作；组织文化艺术交流活动（演出除外）；计算机技术培训。（依法须经批准的项目，经相关部门批准后依批准的内容展开经营活动。）","北京市朝阳区将台路5号院12号楼二门二层",,"人民币"
"f2fe375a966e0eb4f447","1000","2016-7-14","合伙企业","工业自动控制系统装置制造","电子、计算机、网络信息、技术转让、技术咨询、技术服务；自营和代理各类商品和技术的进出口；计算机软件及辅助设备、机电设备、仪器仪表、电子元器件的销售","无锡新吴区天安智慧城1-606",,"人民币"
"cf6d8b0cddebfaebd313","1000","2017-10-25","公司","医疗诊断、监护及治疗设备制造","医疗器械","无锡市新吴区龙山路4号B幢1207-1208",,"人民币"
"0c0f6b1fd61437f36f85","1000","2012-07-09","公司","软件开发","计算机软件、硬件、集成电路的技术开发、技术转让、技术服务；电子商务信息平台的开发、技术服务；电子产品、通讯设备、玩具、电气机械及器材、家用电器、计算机配件、通用机械及配件、五金产品、服装鞋帽、化妆品、办公用品、婴儿用品、家具、工艺美术品的销售；自动化监控设备的销售及安装；百货的零售；预包装食品、乳制品（含幼儿应配方乳粉）的批发与零售","无锡市新区梅村新洲路210号","在业","人民币"
"bd8d3e42eb23581b73ca","1000","2013-06-17","公司","工业自动控制系统装置制造","工业自动控制系统装置的研发、生产、销售；工业自动化控制软件的研发、销售。","无锡新区太湖国际科技园菱湖大道200号中国传感网国际创新园A栋1101室","在业","人民币"
"ac6f66e8d17693df8157","1000","2013-09-18","合伙企业","会计、审计及税务服务","审查企业会计报表、出具审计报告；验证企业资本、出具验资报告；办理企业合并、分立、清算事宜中的审计业务，出具有关的报告；基本建设年度财务决算审计；会计咨询、税务咨询、管理咨询、会计培训；法律、法规规定的其他业务。","无锡市新区龙山路4号C幢303室","在业","人民币"
"721a5482b6420cafd429","1000","2010-04-16","公司","研究和试验发展","开发生产一体化回扫变压器、开关电源变压器、滤波器、电抗器、传感器、执行器、调谐器、高压发生器、点火线圈产品、并提供相关的技术咨询和技术服务；自营和代理各类商品和技术的进出口（国家限定公司或禁止进出口的商品和技术除外）；机械零部件、汽车零部件、五金件、注塑件、电子元器件的销售。（上述经营范围涉及行政许可的，经许可后方可经营；涉及专项审批的，经批准后方可经营）。","无锡新区汉江路9号","在业","人民币"
"64355a66468aaf3ad883","1000","2011-04-22","公司","软件和信息技术服务业","许可经营项目：无。一般经营项目：计算机软件的开发与技术转让；网络游戏的开发与技术转让；动漫制作（不含故事片）；传感器与物联网技术的开发与转让。（上述经营范围中涉及行政许可的，经许可后方可经营；涉及专项审批的，经批准后方可经营）","无锡新区太科园传感网大学科技园立业楼E区711号","在业","人民币"
"2df84e04e97797064872","1000","2011-12-06","公司","工程和技术研究和试验发展","环境保护专业设备","无锡市新吴区鸿山街道鸿月路22号","在业","人民币"
"82b3ce403d382da11e6e","1000","2011-12-08","公司","工程和技术研究和试验发展","节能技术、环保技术的技术开发、技术咨询、技术转让、技术服务；合同能源管理；建材的销售；软件开发；环境保护专用设备、净水设备、家用电器、暖通设备、电气机械及器材的销售、安装及维修。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","无锡市新区江溪街道南站工业集中区B区A-05号","在业","人民币"
"551086ce8782e5faf929","1000","2012-05-29","公司","工程和技术研究和试验发展","智能驱动产品的研发、咨询服务；电子元件及组件、工业自动控制系统装置、电子工业专用设备的制造、销售；嵌入式软件开发、销售；自营各类商品和技术的进出口（国家限定公司经营或禁止进出口的商品和技术除外）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","无锡新区太湖国际科技园传感网大学科技园530大厦A902号","在业","人民币"
"2b67c9c2b3d128a9c39e","1000","2007-07-23","公司","计算机、通信和其他电子设备制造业","集成电路、电子器件设计、开发、制造、销售；电子产品、仪器仪表、五金产品的销售；自营各类商品和技术的进出口业务（国家限定企业经营或禁止进出口的商品和技术除外）。（上述经营范围中涉及专项审批的待批准后方可经营）","无锡市新吴区泰山路2号国际科技合作园C楼3F-1座","在业","人民币"
"c02b9ee183f2ce15f65e","1000","2006-05-15","公司","环境保护专用设备制造","空气净化技术开发及技术服务；环境保护专用设备、仪器仪表、专用设备、家具、风机、风扇的销售、安装、维修（凭有效资质证书经营）；建材、五金产品、电子产品、金属材料、金属制品、办公用品、机械设备、文具用品、计算机及软硬件的销售；五金产品的加工；建筑装修装饰工程、环保工程、机电设备安装工程的设计、施工（凭有效资质证书经营）；空调、制冷设备的安装、维修；自营和代理各类商品及技术的进出口业务（国家限定企业经营或禁止进出口的商品和技术除外）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","无锡市新吴区新泰路8号江苏国际技术转移中心B楼8F",,"人民币"
"0f1d4005eb7ac3f98943","1000","2016-03-29","公司","科技推广和应用服务业","冷链储运设备、冷藏集装箱、压缩机系统的研发、制造和销售；集成电路模块、电气配电控制系统的设计、制造、销售及维护维修；","无锡新吴区锡锦路22号","在业","人民币"
"61242d451426bda5da08","1000","2016-06-01","公司","信息传输、软件和信息技术服务业","新材料的研发、新材料技术研发服务外包、新材料自营与代理","无锡新区菱湖大道200号中国传感网国际创新园E2-403",,"人民币"
"763a4eeeaef373b5f430","1000","2016-12-16","公司","软件和信息技术服务业","计算机软件的技术开发","无锡广南路311-808",,"人民币"
"147b7f1fb44ed99a5aa2","1000","2016-6-28","企业法人","软件开发","电子产品的技术开发、技术转让、技术服务、技术咨询；电子货架标签、电子纸显示器件、电力电子元器件的研发、制造及销售；金属材料、家用电器的销售；自营和代理各类商品及技术的进出口业务（国家限定企业经营或禁止进出口的商品和技术除外）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","无锡市菱湖大道200号中国传感网国际创新园G1-308室",,
"49f2076eb9a5b855c987","1000","2016-10-11","个体工商户","生物药品制造","生物技术的技术开发与技术转让；化妆品、健身器材、家庭用品、电子产品、医疗器械、化工产品及原料（不含危险化学品）、食品的销售；药品经营（按许可证所列范围及方式经营）。","无锡市菱湖大道97-1传感网大学科技园兴业楼C区401号",,"人民币"
"2f236a1d3ff63a92b2f9","1000","2017-03-21","公司","软件开发","计算机软硬件、通讯技术、电子产品的技术开发、技术转让、技术咨询、技术服务；企业管理咨询；企业形象策划服务；设计、制作、代理和发布各类广告业务；贸易咨询服务；市场营销策划；信息系统集成服务；文化艺术交流策划；电子产品、计算机软硬件的销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","无锡市新吴区菱湖大道200号中国传感网国际创新园G10-402号","在业","人民币"
"ed8e317fadb8a1733564","1000","2012-03-01","公司","工程和技术研究和试验发展","电子产品的研究与开发、销售；电子元器件、电气机械及器材、低压电器的销售。","无锡市新吴区菱湖大道200号中国传感网国际创新园G1-601","在业","人民币"
"fea7824b5b4866fe7281","1000","2013-09-22","公司","计算机、软件及辅助设备零售","代理电信业务，计算机软硬件","无锡市新吴区震泽路18-14无锡软件园二期巨蟹座A-411",,"人民币"
"ac4885837656f6f86270","1000","2014-12-18","公司","专用设备制造业","气体、液体过滤及分离设备，石化机械装备，过滤元件，换热器，水处理设备，阀门，工业自动控制系统装置的制造、销售；自营和代理各类商品和技术的进出口业务，但国家限定企业经营或禁止进出口的商品及技术除外。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","无锡市新吴区硕放工业园裕安一路24号","在业","人民币"
"a3d0d0ae266496fcfe9b","1000","2011-11-22","公司","研究和试验发展","一类、二类、三类医疗器械的设计、研发、生产、销售及维护修理服务；物联网技术、新一代信息技术、智能可穿戴技术的研发、技术转让和技术服务；软件的设计、研发、销售和维护服务；电子元器件、集成电路产品的设计、研发、生产、销售和维护修理服务；贸易经纪代理（拍卖除外）；自营和代理各类商品及技术的进出口业务（但国家限定公司经营或禁止进出口的商品除外）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","无锡市新吴区无锡中关村软件园22（A5）号楼","在业","人民币"
"9e1fbc07273e1c79dc42","1000","2011-10-28","企业法人","信息传输、软件和信息技术服务业","计算机软硬件的研发、技术服务、技术咨询、技术转让及销售；电子商务技术的研发；计算机系统服务；农产品、日用品、汽车用品、汽车配件、润滑油、预包装食品的销售（含网上销售）；广告设计、制作、发布、代理；企业营销策划；市场推广；会议及展览服务；企业管理咨询服务（不含投资与资产管理）","无锡市新吴区菱湖大道200号中国传感网国际创新园E1-701",,"人民币"
"d2c4b2f391e0e99a4655","1000","2013-5-16","公司","软件和信息技术服务业","计算机软硬件、物联网的技术开发、技术咨询、技术转让及技术服务；计算机系统集成；建筑智能化工程施工（凭有效资质证书经营）；数据库及数据处理服务；计算机软硬件的销售（依法须经批准的项目，经相关部门批准后方可开展经营活动）","无锡市锦溪路99号",,
"94c8548414c9842b90cc","1000","2015-03-13","企业法人","信息传输、软件和信息技术服务业","计算机软硬件的技术开发、技术转让、技术咨询、技术服务；计算机系统集成；计算机软硬件及辅助设备的销售。","无锡市新吴区金城东路333-21-101",,"人民币"
"ba666261b17e8c2233b1","1000","2015-05-12","公司","研究和试验发展","物联网设备、传感器及工业自动控制系统装置、计算机软硬件的开发、销售；仪器仪表、通信设备（不含卫星广播电视地面接收设施及发射装置）、电子产品的设计、开发、销售、技术服务；计算机网络系统工程的技术开发、技术服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","无锡市新吴区菱湖大道111号无锡软件园三期-鲸鱼座C-707","在业","人民币"
"1ce1ad1e57dd1ca36553","1000","2010-04-09","公司","制造业","传感设备的研发、生产、制造；物联网的技术开发、技术咨询、技术服务、技术转让；自营和代理各类商品及技术的进出口业务（国家限定企业经营或禁止进出口的商品和技术除外）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","无锡市新吴区菱湖大道200号中国传感网国际创新园F2",,"人民币"
"7a37f858ad1249e8a128","1000","2009-03-30","企业法人","信息传输、软件和信息技术服务业","数字媒休产品、电子产品、计算机软硬件、物联网应用系统、云计算技术的研发、销售、技术推广；技术转让、技术咨询、技术服务；计算机网络信息技术服务；互联网信息技术服务；数字内容服务；数据处理和存储服务；信息技术培训（不含发证）；计算机系统集成；动漫设计；承办展览展示活动；会议服务。","无锡市新吴区菱湖大道200号中国传感网国际创新园E2-306",,"人民币"
"a5921512062097162d2d","1000","2016-07-15","合伙企业","建筑安装业","除湿机、中央空调、空气压缩机、制氮设备、真空泵、水处理设备等的安装及销售","无锡市高浪东路999号",,"人民币"
"eb724503490a895d1866","1000","2012-11-05","公司","软件和信息技术服务业","计算机软硬件及配件的技术开发、技术转让、技术服务、技术咨询；自营和代理各类商品和技术的进出口（国家限定公司经营或禁止进出口的商品和技术除外）；计算机系统集成；动漫设计；图文设计制作；计算机软硬件（除计算机信息系统安全专用产品）的销售，第二类增值电信业务中的信息服务业务（仅限互联网信息服务）。","无锡市新吴区新华路5号创新创意产业园C栋409","在业","人民币"
"a0e944ef4d33708b26d1","1000","2012-12-05","公司","半导体分立器件制造","半导体的技术开发，销售，食品销售","无锡市新区江溪街道坊前坊兴路19号","在业","人民币"
"da8ce00f60f097d881f5","1000","2013-03-18","公司","工程和技术研究和试验发展",,"无锡新区菱湖大道111号无锡软件园鲸鱼座A座7层","在业","人民币"
"dba1f598d8ec5ecfc0ea","1000","2013-05-14","公司","工程和技术研究和试验发展",,"无锡新区太湖国际科技园菱湖大道200号中国传感网国际创新园F6栋","在业","人民币"
"78f7bf8fa69e01036928","1000","2013-05-29","公司","软件开发","计算机软硬件的研发、销售；技术服务、技术开发、技术转让；电子产品的开发与销售；计算机网络工程；信息系统集成服务；以服务外包方式从事软件开发。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","无锡新区太湖国际科技园菱湖大道200号中国传感网国际创新园E2栋529","在业","人民币"
"043c77ceb51e71f64fc1","1000","2013-07-16","公司","软件和信息技术服务业",,"无锡（太湖）国际科技园KGY-YF-G-H12号地块传感网大学科技园兴业楼D栋504号房","在业","人民币"
"a3363838653ca3bdd3ac","1000","2013-09-27","公司","软件开发","电子科技产品领域内的技术开发、技术咨询、技术服务及技术转让；计算机软硬件及其相关产品、通讯和通信设备（不含卫星电视广播地面接收设施和发射装置）的开发与销售及其维护；办公设备、电子产品的销售；楼宇综合布线的施工；企业管理信息咨询；自营各类商品和技术的进出口（国家限定公司经营或禁止进出口的商品和技术除外）。","无锡新区清源路18号太湖国际科技园传感网大学科技园530大厦D703-1号","在业","人民币"
"b01223fc375358e59c62","1000","2013-09-30","公司","软件和信息技术服务业","计算机信息技术开发、技术转让、技术咨询、技术服务；计算机软件、硬件的开发和销售；建筑智能化工程研发、投资、设计、施工；基础软件服务；应用软件服务；计算机系统服务；会务服务；组织文化艺术交流活动；计算机技术培训（不含发证，不含国家统一认可的职业证书类培训）；计算机及辅助设备、通讯设备（不含卫星电视广播地面接收设施和发射装置）、文具用品、五金产品、机械设备的销售。","无锡（太湖）国际科技园KGY-YF-G-11.12号地块传感网大学科技园兴业楼E栋203室","在业","人民币"
"a86e66f618f873798291","1000","2013-10-29","公司","软件开发",,"无锡市新区菱湖大道111号无锡软件园飞鱼座D栋6楼","在业","人民币"
"600ff47780d7c64b0487","1000","2014-01-09","个体工商户","软件和信息技术服务业","计算机系统服务；数据处理；基础软件服务；应用软件服务；市场调查；技术咨询、技术推广、技术服务；计算机、软件及辅助设备、通讯设备（不含卫星电视广播地面接收设施和发射装置）、日用百货、家用电器、五金产品、纺织品、服装鞋帽及箱包、工艺品、文具用品、电子产品、玻璃制品、婴儿用品、百货、珠宝首饰、图书期刊的销售（含网上销售）；汽车、摩托车及配件的销售、维修、保养；设计、制作、代理和发布各类广告；票务代理；国内旅游经营服务、入境旅游经营服务；旅游咨询服务；生态农业观光旅游项目开发；旅游景区管理；工艺美术品制造、销售；社会经济咨询；以承接服务外包方式从事信息系统集成服务；软件开发。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","无锡市新区菱湖大道111号无锡软件园鲸鱼座C栋218室","在业","人民币"
"e3cdf3d018879c2ef978","1000","2014-01-23","公司","工程和技术研究和试验发展","物联网技术的研发；通讯技术、电子科技、网络技术专业领域内的技术开发、技术转让、技术咨询、技术服务；电子通信模块、电子通信终端产品的研发、销售；计算机软件和嵌入式软件开发、销售。","无锡市新区震泽路18号无锡软件园巨蟹座A606室","在业","人民币"
"e8ff8a89c92e66f9fde2","1000","2014-05-05","公司","集成电路制造","集成电路、电子产品、仪器仪表的设计、研发、销售；技术咨询；技术服务；自营和代理各类商品和技术的进出口（国家限定公司经营或禁止进出口的商品和技术除外）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","无锡新区泰山路2号国际科技合作园C楼E-6座","在业","人民币"
"e4bcd37fb8f6dd1080c8","1000","2014-05-20","公司","软件开发","计算机软硬件及互联网领域内的技术开发、技术转让、技术咨询、技术服务；设计、制作、代理和发布国内广告业务；经济信息咨询（不含投资咨询）、市场调查；会务服务、展览服务；市场营销策划；软件销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","无锡新区菱湖大道111号无锡软件园鲸鱼座B区北2、3楼","在业","人民币"
"aa52422d8975bb9a87b8","1000","2014-10-11","公司","科技推广和应用服务业","铜合金材料及产品、铜杆、铜丝、电工器材、电磁线、电线电缆的研发、生产、销售；自营各类商品和技术的进出口（国家限定公司经营或禁止进出口的商品和技术除外）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","无锡市新区城南路209-3","在业","人民币"
"25b2722633e537cea4c3","1000","2014-10-28","公司","研究和试验发展","功能高分子塑料、通用塑料、工程塑料、聚氨酯弹性体、塑料粒料、合成橡胶、塑料板、管、型材、泡沫塑料、EPS珠粒（聚苯乙烯珠粒）热塑性烯烃涂层、阻燃材料的研发、销售；化工产品（不含危险化学品）、服装、鞋帽、日用百货、纺织品、针织品及原料的销售；自营各类商品和技术的进出口（国家限定公司经营或禁止进出口的商品和技术除外）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","无锡清源路18号留学人员创业园530大厦A508室","在业","人民币"
"ba5f479a246b3466e05e","1000","2015-02-17","外商投资企业","信息系统集成服务","信息系统集成服务及其技术研发、技术转让；计算机软硬件、机械设备、电气设备、电子产品、五金产品、家用电器的制造、销售及进出口。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","无锡新区太湖国际科技园菱湖大道200号中国传感网国际创新园D2-622室","在业","人民币"
